"name","id","total_runs","inf_of_runs","range_runs","arm_runs","dp_runs","catching_runs","framing_runs","throwing_runs","blocking_runs","outs_total","outs_2","outs_3","outs_4","outs_5","outs_6","outs_7","outs_8","outs_9"
"Hoerner, Nico",663538,10.303474906495179,10.303474906495179,10.579052022520989,-0.12334996134383827,-0.1522271546819697,,,,,3912,0,0,3501,0,411,0,0,0
"Murphy, Sean",669221,10.231055164780262,,,,,10.231055164780262,3.9762775962430954,2.1798813640354333,4.074896204501724,2598,2598,0,0,0,0,0,0,0
"Stott, Bryson",681082,10.099995161777462,10.099995161777462,12.311736399564394,0.16510924909856028,-2.3768504868854934,,,,,3883,0,0,3883,0,0,0,0,0
"Witt Jr., Bobby",677951,10.003845782665694,10.003845782665694,9.97352796023928,-0.019101419726940752,0.0494192421533539,,,,,3840,0,0,0,0,3840,0,0,0
"Contreras, William",661388,9.97970353022734,,,,,9.97970353022734,9.303427384853961,-0.8133242783711854,1.4896004237445608,2828,2828,0,0,0,0,0,0,0
"Machado, Manny",592518,9.77424569328145,9.77424569328145,8.745715682924043,0.1549648481207624,0.8735651622366427,,,,,2757,0,0,0,2757,0,0,0,0
"Wiemer, Joey",686894,9.771311149927381,9.771311149927381,5.157145552388148,4.614165597539231,,,,,,3078,0,0,0,0,0,27,2761,290
"Báez, Javier",595879,8.954526728653683,8.954526728653683,6.571539202236902,0.07718607152917337,2.3058014548876034,,,,,3307,0,0,0,0,3307,0,0,0
"Isbel, Kyle",664728,8.607213183286804,8.607213183286804,9.264094672682951,-0.6568814893961465,,,,,,2131,0,0,0,0,0,0,2131,0
"Zavala, Seby",664874,8.600528993759532,,,,,8.600528993759532,8.160538735035967,-1.332620557138215,1.7726108158617866,1507,1505,0,0,0,0,0,0,0
"Call, Alex",669743,8.343614777229053,8.343614777229053,7.382516806796694,0.9610979704323599,,,,,,2923,0,0,0,0,0,725,2039,159
"Suárez, Eugenio",553993,8.265268223584734,8.265268223584734,8.326236383563232,,-0.06096815997850195,,,,,4204,0,0,0,4204,0,0,0,0
"Bader, Harrison",664056,8.232623064907983,8.232623064907983,6.424971563078675,1.8076515018293076,,,,,,2257,0,0,0,0,0,0,2257,0
"Fortes, Nick",663743,8.178469525377942,,,,,8.178469525377942,6.315194244032023,-1.4757087669730526,3.3389840483189634,2322,2322,0,0,0,0,0,0,0
"Taylor, Michael A.",572191,8.164642393611604,8.164642393611604,6.031695375658952,2.1329470179526506,,,,,,2881,0,0,0,0,0,0,2881,0
"Harris II, Michael",671739,8.054752474213537,8.054752474213537,4.847924378046057,3.2068280961674795,,,,,,3615,0,0,0,0,0,0,3615,0
"Franco, Wander",677551,8.050122937283282,8.050122937283282,8.386926382365425,0.24481631949919685,-0.5816197645813411,,,,,2844,0,0,0,0,2844,0,0,0
"Rodríguez, Julio",677594,8.012141338692635,8.012141338692635,10.053656966608074,-2.0415156279154374,,,,,,4027,0,0,0,0,0,0,4027,0
"Caballero, José",676609,7.966283113815606,7.966283113815606,6.065190520234322,0.03859325193551328,1.8624993416457707,,,,,1933,0,0,1401,129,397,6,0,0
"Outman, James",681546,7.866691316100209,7.866691316100209,7.821495277936817,0.045196038163390254,,,,,,3641,0,0,0,0,0,270,3311,60
"García, Adolis",666969,7.67785009767596,7.67785009767596,1.531694096369117,6.146156001306843,,,,,,3557,0,0,0,0,0,0,180,3377
"Friedl, TJ",670770,7.612492171370015,7.612492171370015,5.567115782009527,2.0453763893604924,,,,,,3271,0,0,0,0,0,366,2887,18
"Vázquez, Christian",543877,7.528239048661607,0.07850615743414782,0.07850615743414782,,,7.449732891227461,4.852565490702412,1.7140554121350093,0.883111988390036,2458,2379,69,10,0,0,0,0,0
"Madrigal, Nick",663611,7.487625178241558,7.487625178241558,7.124824535273099,0.7914972879734281,-0.4286966450049665,,,,,1903,0,0,222,1681,0,0,0,0
"Edman, Tommy",669242,7.312014508615182,7.312014508615182,7.794238824595216,-0.8415894035996333,0.35936508761959635,,,,,3376,0,0,1121,0,1190,0,932,133
"Lopez, Nicky",670032,7.30697294681588,7.30697294681588,7.1311621247525645,0.8046286480934571,-0.6288178260301396,,,,,1881,0,54,927,623,225,45,0,0
"Raleigh, Cal",663728,7.072292429793816,,,,,7.072292429793816,6.316155738925747,2.1882246174565414,-1.4320879265884827,3114,3114,0,0,0,0,0,0,0
"Lindor, Francisco",596019,7.059052908282118,7.059052908282118,4.537384911698568,0.22443068165539998,2.2972373149281493,,,,,4096,0,0,0,0,4096,0,0,0
"Grisham, Trent",663757,6.8330675375522665,6.8330675375522665,6.2130497696614775,0.6200177678907883,,,,,,3828,0,0,0,0,0,0,3828,0
